PRES,HGHT,TEMP,DWPT,FRPT,RELH,RELI,MIXR,DRCT,SKNT,THTA,THTE,THTV
121.2,15545.0,-76.3,-83.3,-79.175,33.5,65.0,0.0,257.5,36.5,359.7,359.7,359.7
121.3,15704.166666666666,-68.78333333333333,-77.23333333333333,-73.13333333333334,33.166666666666664,63.0,0.06333333333333334,231.66666666666666,21.333333333333332,373.3833333333334,373.76666666666665,373.40000000000003
121.4,15545.0,-75.22,-82.62,-78.42,33.4,64.2,0.002,190.0,26.2,361.52,361.58000000000004,361.52
121.5,15545.0,-75.43333333333334,-82.19999999999999,-78.02222222222223,37.44444444444444,72.22222222222223,0.003333333333333333,208.33333333333334,27.666666666666668,361.0777777777778,361.0888888888889,361.0777777777778
121.6,15545.0,-76.1,-82.64,-78.44,36.0,69.4,0.0,208.0,28.6,359.74,359.76,359.74
121.7,15545.0,-74.46666666666665,-85.03333333333333,-80.93333333333334,22.0,43.0,0.0,193.33333333333334,22.0,362.7,362.7,362.7
121.8,15545.0,-76.86666666666666,-82.86666666666666,-78.7,39.333333333333336,76.33333333333333,0.0,178.33333333333334,19.666666666666668,358.23333333333335,358.23333333333335,358.23333333333335
121.9,15545.0,-75.33333333333333,-82.43333333333334,-78.3,32.666666666666664,63.0,0.0,256.6666666666667,44.0,360.93333333333334,360.93333333333334,360.93333333333334
122.0,15473.56346749226,-74.72414860681116,-83.23065015479877,-79.07832817337462,29.54798761609907,56.98761609907121,0.0005882352941176471,244.78947368421052,31.60061919504644,361.9421052631579,361.96191950464396,361.9421052631579
122.2,15545.0,-74.9,-87.6,-83.6,14.5,28.0,0.0,262.5,37.5,361.5,361.55,361.5
122.3,15863.333333333334,-60.5,-73.16666666666667,-69.0,25.0,47.0,0.05666666666666667,281.6666666666667,25.0,387.6333333333334,387.9666666666667,387.6333333333334
122.4,15422.5,-74.6,-84.94999999999999,-80.85,29.0,55.5,0.005,270.0,30.5,361.85,361.85,361.85
122.5,15545.0,-75.39999999999999,-81.0,-76.8,42.333333333333336,81.33333333333333,0.006666666666666667,190.0,19.666666666666668,360.2333333333333,360.2333333333333,360.2333333333333
122.7,15545.0,-75.4,-83.9,-79.75,28.0,53.5,0.0,132.5,21.5,360.15,360.15,360.15
